,event_id,investigation_type,event_date,aircraft_damage,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,total_injured
76548,20150423X02842,Accident,2015-04-22,Unknown,Airplane,edge,360,1,Reciprocating,1,0,0,0,unk,Unknown,2015,4,2,1
76549,20150424X81527,Accident,2015-04-22,Destroyed,Airplane,piper,pa 28-140,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,4,2,1
76550,20150430X25532,Accident,2015-04-22,Destroyed,Helicopter,bell,uh1h - no series,0,Unknown,2,0,0,0,unk,Unknown,2015,4,2,2
76551,20150429X23209,Accident,2015-04-23,Substantial,Airplane,cessna,185,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,4,3,0
76552,20150429X60027,Accident,2015-04-23,Substantial,Airplane,beech,d95,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,4,3,0
76553,20150521X65306,Incident,2015-04-23,Unknown,Airplane,boeing,737 - 8b6,0,Unknown,0,0,0,0,unk,Unknown,2015,4,3,0
76554,20150424X61110,Accident,2015-04-24,Substantial,Airplane,cessna,172m,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,4,4,0
76555,20150430X91224,Accident,2015-04-24,Minor,Airplane,diamond aircraft ind inc,da 20 c1,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,4,4,0
76556,20150514X22344,Accident,2015-04-26,Substantial,Helicopter,bell,430,1,Turbo Shaft,0,2,0,5,unk,Unknown,2015,4,6,2
76557,20150429X95118,Accident,2015-04-26,Substantial,Airplane,piper,pa 32r-300,1,Reciprocating,0,0,0,2,imc,Unknown,2015,4,6,0
76558,20150529X50010,Accident,2015-04-26,Substantial,Airplane,michael wilson,murphy spirit,0,Reciprocating,0,0,0,1,vmc,Unknown,2015,4,6,0
76559,20150428X15534,Accident,2015-04-27,Substantial,Airplane,diamond aircraft ind inc,da 20 c1,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,4,0,0
76560,20150428X84204,Accident,2015-04-28,Unknown,Helicopter,eurocopter deutschland gmbh,mbb bk 117 c-2,1,Turbo Shaft,1,0,0,2,vmc,Unknown,2015,4,1,1
76561,20150429X22604,Accident,2015-04-28,Substantial,Airplane,cessna,170b,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,4,1,1
76562,20150520X84121,Incident,2015-04-28,Unknown,Airplane,airbus,a321 - 211,0,Unknown,0,0,0,0,unk,Unknown,2015,4,1,0
76563,20150430X64330,Accident,2015-04-30,Substantial,Airplane,aero sp z o o,at 4 lsa,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,4,3,1
76564,20150430X73708,Accident,2015-04-30,Substantial,Airplane,hoffman,zenith 701,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,4,3,1
76565,20150501X44241,Accident,2015-04-30,Substantial,Airplane,william d durkee,rv-6,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,4,3,0
76566,20150507X15611,Accident,2015-04-30,Substantial,Airplane,cessna,172p,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,4,3,1
76567,20150513X75952,Incident,2015-04-30,Minor,Airplane,cessna,152,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,4,3,0
76568,20150515X50152,Accident,2015-04-30,Substantial,Airplane,cessna,182t,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,4,3,0
76569,20150501X91429,Accident,2015-05-01,Substantial,Airplane,cessna,140,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,5,4,1
