,event_id,investigation_type,event_date,aircraft_damage,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,total_injured
87962,20220627105368,Accident,2022-06-11,Substantial,Airplane,maule,mx-7-235,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,5,0
87963,20220715105479,Accident,2022-06-11,Substantial,Gyrocraft,whittridge richard d,twinstarr,1,Unknown,0,1,0,0,vmc,Unknown,2022,6,5,1
87964,20220613105246,Accident,2022-06-12,Substantial,Airplane,piper,pa-24-250,1,Reciprocating,0,2,0,0,vmc,Unknown,2022,6,6,2
87965,20220627105365,Accident,2022-06-12,Substantial,Airplane,cessna,172n,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,6,6,1
87966,20220718105499,Accident,2022-06-12,Substantial,Airplane,mooney,m20j,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,6,0
87967,20220614105253,Accident,2022-06-13,Substantial,Airplane,grumman american avn. corp.,aa-5,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,6,0,1
87968,20220920105970,Accident,2022-06-13,Substantial,Airplane,diamond,da40,1,Reciprocating,0,0,0,0,unk,Unknown,2022,6,0,0
87969,20220615105263,Accident,2022-06-14,Substantial,Airplane,air tractor inc,at-602,1,Turbo Prop,0,0,0,1,vmc,Unknown,2022,6,1,0
87970,20220615105264,Accident,2022-06-14,Substantial,Airplane,piper,pa-28-181,1,Reciprocating,0,0,0,2,unk,Unknown,2022,6,1,0
87971,20220623105316,Incident,2022-06-14,Minor,Airplane,boeing,777,1,Turbo Fan,0,0,0,183,unk,Unknown,2022,6,1,0
87972,20220621105282,Accident,2022-06-15,Substantial,Airplane,cirrus design corp,sr22,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,2,0
87973,20220621105291,Accident,2022-06-15,Substantial,WSFT,air creation usa llc,skypper,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,6,2,1
87974,20220622105302,Accident,2022-06-15,Substantial,Airplane,cessna,182,1,Reciprocating,1,0,0,0,unk,Unknown,2022,6,2,1
87975,20220616105271,Accident,2022-06-16,Substantial,Airplane,meyers industries inc,200a,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,3,0
87976,20220617105272,Accident,2022-06-16,Substantial,Airplane,cessna,t206h,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,6,3,1
87977,20220617105273,Accident,2022-06-16,Substantial,Airplane,costruzioni aeronautiche tecna,p2012 traveller,1,Unknown,0,0,0,1,unk,Unknown,2022,6,3,0
87978,20220620105281,Accident,2022-06-16,Substantial,Airplane,cessna,172m,1,Reciprocating,0,0,3,0,vmc,Unknown,2022,6,3,3
87979,20220621105284,Accident,2022-06-16,Substantial,Airplane,bellanca,17-30a,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,3,0
87980,20220621105292,Accident,2022-06-16,Substantial,Airplane,cessna,tr182,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,6,3,1
87981,20220621105297,Accident,2022-06-17,Substantial,Helicopter,bell,206b,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2022,6,4,0
87982,20220629105384,Accident,2022-06-17,Substantial,Airplane,cessna,172g,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,4,0
87983,20220705105423,Accident,2022-06-17,Substantial,Helicopter,robinson helicopter,r22 beta,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,4,0
87984,20220618105274,Accident,2022-06-18,Destroyed,Airplane,beech,e35,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,6,5,2
87985,20220619105275,Accident,2022-06-18,Destroyed,Airplane,cessna,336,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,6,5,1
87986,20220621105283,Accident,2022-06-18,Substantial,Airplane,mooney,m20e,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,5,0
87987,20220621105286,Accident,2022-06-18,Substantial,Helicopter,eurocopter deutschland gmbh,ec 135 p2+,1,Turbo Shaft,0,0,0,4,vmc,Unknown,2022,6,5,0
87988,20220621105294,Accident,2022-06-18,Substantial,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,0,2,0,0,vmc,Unknown,2022,6,5,2
87989,20220623105310,Accident,2022-06-18,Substantial,Airplane,cessna,414,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,5,0
87990,20220623105317,Accident,2022-06-18,Minor,Airplane,airbus,a330,1,Turbo Fan,0,0,0,0,vmc,Unknown,2022,6,5,0
87991,20220623105317,Accident,2022-06-18,Substantial,Airplane,boeing,777,1,Turbo Fan,0,0,0,0,vmc,Unknown,2022,6,5,0
87992,20220624105345,Accident,2022-06-18,Substantial,Airplane,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,5,0
87993,20220726105584,Accident,2022-06-18,Substantial,Helicopter,bell,206b,1,Turbo Shaft,0,0,0,2,vmc,Unknown,2022,6,5,0
87994,20220620105279,Accident,2022-06-19,Substantial,Airplane,cessna,414,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,6,0
87995,20220622105304,Accident,2022-06-19,Substantial,Airplane,smith miniplane,dsa-1,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,6,6,1
87996,20220623105308,Accident,2022-06-19,Substantial,Airplane,cessna,172r,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,6,0
87997,20220624105342,Accident,2022-06-19,Substantial,Airplane,cessna,172s,1,Reciprocating,0,0,0,4,vmc,Unknown,2022,6,6,0
87998,20220627105360,Accident,2022-06-19,Substantial,Airplane,piper,pa-38-112,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,6,0
87999,20220629105385,Accident,2022-06-19,Substantial,Airplane,crawford james r,mu-582 drifter,1,Unknown,0,0,0,2,unk,Unknown,2022,6,6,0
88000,20220701105407,Accident,2022-06-19,Substantial,Airplane,baker eugene l,rv6-a,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,6,0
88001,20220622105300,Accident,2022-06-20,Substantial,Airplane,piper,pa-28-180,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,0,0
88002,20220622105301,Accident,2022-06-20,Substantial,Airplane,hawker aircraft ltd,hawker hunter,1,Unknown,0,0,1,0,vmc,Unknown,2022,6,0,1
88003,20220624105343,Accident,2022-06-20,Substantial,Glider,rolladen-schneider,ls-6,1,Unknown,0,0,0,1,vmc,Unknown,2022,6,0,0
88004,20220624105351,Accident,2022-06-20,Substantial,Airplane,air tractor inc,at-602,1,Turbo Prop,0,0,0,1,vmc,Unknown,2022,6,0,0
88005,20220629105390,Accident,2022-06-20,Substantial,Airplane,piper,pa-20,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,0,0
88006,20220701105399,Accident,2022-06-20,Substantial,Helicopter,robinson,r44,1,Reciprocating,0,2,0,0,unk,Unknown,2022,6,0,2
88007,20220712105460,Accident,2022-06-20,Substantial,Airplane,piper,pa-32r-301t,1,Reciprocating,0,0,0,4,vmc,Unknown,2022,6,0,0
88008,20220622105298,Accident,2022-06-21,Substantial,Airplane,mcdonnell douglas,md80,1,Turbo Fan,0,4,0,136,unk,Unknown,2022,6,1,4
88009,20220622105303,Incident,2022-06-21,Unknown,Airplane,boeing,737-9,1,Unknown,0,0,0,174,unk,Unknown,2022,6,1,0
88010,20220623105313,Accident,2022-06-21,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,1,0
88011,20220623105319,Accident,2022-06-21,Substantial,Airplane,cessna,p210n,1,Reciprocating,0,3,1,0,vmc,Unknown,2022,6,1,4
88012,20220623105320,Accident,2022-06-21,Substantial,Airplane,rockwell international,114,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,1,0
88013,20220623105340,Accident,2022-06-21,Substantial,Airplane,aero commander,s2r,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,1,0
88014,20220627105367,Accident,2022-06-21,Minor,Airplane,mantell allan t,lightning,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,6,1,1
88015,20220628105379,Accident,2022-06-21,Substantial,Airplane,aeronca,7ac,1,Reciprocating,0,0,0,2,unk,Unknown,2022,6,1,0
88016,20220623105306,Accident,2022-06-22,Destroyed,Helicopter,bell,uh-1b,1,Turbo Shaft,6,0,0,0,vmc,Unknown,2022,6,2,6
88017,20220623105311,Accident,2022-06-22,Substantial,Airplane,piper,pa-18a,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,6,2,1
88018,20220623105312,Accident,2022-06-22,Substantial,Airplane,cubcrafters inc,cc11-160,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,6,2,1
88019,20220623105314,Accident,2022-06-22,Substantial,Glider,dg flugzeugbau gmbh,dg 1000s,1,None,0,0,0,1,vmc,Unknown,2022,6,2,0
88020,20220623105335,Accident,2022-06-22,Substantial,Airplane,maule,m-5-180c,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,2,0
88021,20220623105336,Accident,2022-06-22,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,2,0
88022,20220623105339,Accident,2022-06-22,Substantial,Glider,let,l-23 super blanik,1,Unknown,0,1,1,0,vmc,Unknown,2022,6,2,2
88023,20220701105398,Accident,2022-06-22,Substantial,Airplane,cessna,182p,1,Reciprocating,0,0,0,2,unk,Unknown,2022,6,2,0
88024,20220713105469,Accident,2022-06-22,Substantial,Airplane,cessna,172,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,6,2,1
88025,20220812105725,Accident,2022-06-22,Substantial,Airplane,pilatus,pc6,1,Unknown,0,0,5,2,unk,Unknown,2022,6,2,5
88026,20220831105838,Accident,2022-06-22,Substantial,Airplane,consolidated aeronautics inc.,lake la-4-200,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,2,0
88027,20220623105318,Accident,2022-06-23,Substantial,Airplane,robert fitts,fitts cub,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,3,0
88028,20220624105341,Accident,2022-06-23,Substantial,Airplane,piper,pa-23-250,1,Reciprocating,0,0,0,1,unk,Unknown,2022,6,3,0
88029,20220628105374,Accident,2022-06-23,Substantial,Helicopter,schweizer,300 c,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,3,0
88030,20220628105380,Accident,2022-06-23,Substantial,Airplane,grumman,g164,1,Reciprocating,0,0,0,1,unk,Unknown,2022,6,3,0
88031,20220624105344,Accident,2022-06-24,Substantial,Airplane,cessna,tr182,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,4,0
88032,20220624105346,Accident,2022-06-24,Substantial,Airplane,cessna,152,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,6,4,2
88033,20220624105347,Accident,2022-06-24,Substantial,Airplane,osprey,ii,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,4,0
88034,20220627105357,Accident,2022-06-24,Substantial,Airplane,cessna,tu206g,1,Reciprocating,0,0,0,6,unk,Unknown,2022,6,4,0
88035,20220627105358,Accident,2022-06-24,Substantial,Airplane,glasair,ii ft,1,Unknown,0,0,1,0,vmc,Unknown,2022,6,4,1
88036,20220628105378,Accident,2022-06-24,Substantial,Helicopter,bell,206b,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2022,6,4,0
88037,20220629105387,Accident,2022-06-24,Substantial,Airplane,bucker,bu-133,1,Unknown,0,0,1,0,unk,Unknown,2022,6,4,1
88038,20220629105393,Accident,2022-06-24,Substantial,Airplane,champion,7gcbc,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,4,0
88039,20220626105353,Accident,2022-06-25,Destroyed,Airplane,mooney,m20j,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,6,5,2
88040,20220627105355,Incident,2022-06-25,Minor,Airplane,737,800,0,Unknown,0,0,0,195,unk,Unknown,2022,6,5,0
88041,20220627105356,Incident,2022-06-25,Minor,Airplane,737,800,0,Unknown,0,0,0,134,unk,Unknown,2022,6,5,0
88042,20220628105372,Accident,2022-06-25,Substantial,Airplane,luscombe,8a,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,5,0
88043,20220629105383,Accident,2022-06-25,Substantial,Airplane,luscombe,8,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,5,0
88044,20220712105454,Accident,2022-06-25,Substantial,Airplane,piper,pa-24-250,1,Reciprocating,0,0,0,2,unk,Unknown,2022,6,5,0
88045,20220714105472,Incident,2022-06-25,Unknown,Airplane,cirrus,sr22,1,Reciprocating,0,0,0,1,unk,Unknown,2022,6,5,0
88046,20220626105354,Accident,2022-06-26,Destroyed,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,6,6,1
88047,20220627105361,Accident,2022-06-26,Substantial,Helicopter,robinson,r44,1,Reciprocating,0,0,0,1,unk,Unknown,2022,6,6,0
88048,20220628105375,Accident,2022-06-26,Substantial,Airplane,piper,pa-24-250,1,Reciprocating,0,0,2,0,vmc,Unknown,2022,6,6,2
88049,20220629105388,Accident,2022-06-26,Substantial,Airplane,cessna,208,1,Turbo Prop,0,0,0,8,vmc,Unknown,2022,6,6,0
88050,20220629105392,Accident,2022-06-26,Substantial,Airplane,dehavilland,beaver u-6a,1,Reciprocating,0,0,0,7,vmc,Unknown,2022,6,6,0
88051,20220707105430,Accident,2022-06-26,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,6,0
88052,20220627105359,Accident,2022-06-27,Destroyed,Helicopter,bell,uh-1b,1,Turbo Shaft,1,0,0,0,vmc,Unknown,2022,6,0,1
88053,20220627105366,Accident,2022-06-27,Substantial,Airplane,james c geyman,rv-9a,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,6,0,1
88054,20220627105370,Accident,2022-06-27,Substantial,Airplane,gmk ventures llc,al18,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,0,0
88055,20220628105373,Accident,2022-06-27,Substantial,Airplane,cessna,140,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,0,0
88056,20220628105381,Accident,2022-06-27,Substantial,Airplane,magnaghi aeronautica spa,sky arrow lsa,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,6,0,0
88057,20220629105389,Accident,2022-06-27,Substantial,Airplane,piper,pa-24-260,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,0,0
88058,20220629105391,Accident,2022-06-27,Substantial,Airplane,piper,pa-20-135,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,6,0,2
88059,20220628105376,Accident,2022-06-28,Substantial,Helicopter,sikorsky,s76d,0,Unknown,0,0,0,0,unk,Unknown,2022,6,1,0
88060,20220628105377,Accident,2022-06-28,Destroyed,Airplane,beech,v35b,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,6,1,1
88061,20220708105433,Accident,2022-06-28,Substantial,Airplane,cessna,120,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,6,1,1
88062,20221011106097,Accident,2022-06-28,Substantial,Airplane,blackshape,bs115,0,Unknown,2,0,0,0,unk,Unknown,2022,6,1,2
88063,20220701105401,Incident,2022-06-29,Unknown,Airplane,piper,pa28,1,Reciprocating,0,0,0,0,unk,Unknown,2022,6,2,0
88064,20220706105426,Accident,2022-06-29,Destroyed,Airplane,believer,casa-16xffm,0,Unknown,0,0,0,0,unk,Unknown,2022,6,2,0
88065,20220808105686,Accident,2022-06-29,Substantial,Airplane,piper,pa-32rt-300,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,6,2,1
88066,20220630105394,Accident,2022-06-30,Substantial,Helicopter,bell helicopter textron canada,206l-4,1,Turbo Shaft,0,0,0,2,vmc,Unknown,2022,6,3,0
88067,20220701105404,Accident,2022-06-30,Substantial,Airplane,american champion aircraft,8kcab,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,3,0
88068,20220720105533,Accident,2022-06-30,Substantial,Airplane,kakeldey ronald o,smith pa12 exp,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,6,3,0
88069,20220729105616,Accident,2022-06-30,Substantial,Helicopter,messerschmitt-boelkow-blohm,bo_105s,1,Turbo Shaft,0,0,0,3,vmc,Unknown,2022,6,3,0
88070,20220701105405,Accident,2022-07-01,Substantial,Airplane,piper,pa-18-135,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88071,20220701105408,Accident,2022-07-01,Substantial,Airplane,cub crafters inc,cc18-180,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,4,1
88072,20220704105414,Accident,2022-07-01,Substantial,Airplane,cessna,150e,1,Reciprocating,0,2,0,0,vmc,Unknown,2022,7,4,2
88073,20220704105416,Accident,2022-07-01,Substantial,Airplane,pitts,s1,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,4,1
88074,20220705105418,Accident,2022-07-01,Substantial,Airplane,cassutt,iiim,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,4,0
88075,20220706105427,Accident,2022-07-01,Substantial,Helicopter,bell,206b,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2022,7,4,0
88076,20220711105444,Accident,2022-07-01,Substantial,Gyrocraft,rotorsport uk ltd,mtosport 2017,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88077,20220712105457,Accident,2022-07-01,Substantial,Airplane,beech,h35,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,4,1
88078,20220714105473,Accident,2022-07-01,Substantial,Helicopter,robinson,r44,1,Reciprocating,0,0,0,2,unk,Unknown,2022,7,4,0
88079,20221201106391,Accident,2022-07-01,Substantial,Airplane,cassult racer,iiim,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,4,0
88080,20220702105410,Accident,2022-07-02,Substantial,Airplane,piper,pa-24-250,1,Reciprocating,1,0,1,0,vmc,Unknown,2022,7,5,2
88081,20220704105417,Accident,2022-07-02,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,1,0,1,0,vmc,Unknown,2022,7,5,2
88082,20220705105421,Accident,2022-07-02,Substantial,Airplane,grumman,g-164a,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,5,1
88083,20220718105497,Accident,2022-07-02,Unknown,Airplane,boeing,737-700,1,Turbo Fan,0,0,1,141,vmc,Unknown,2022,7,5,1
88084,20220726105577,Incident,2022-07-02,Unknown,Airplane,airbus,a330-323,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,5,0
88085,20220726105577,Incident,2022-07-02,Unknown,Airplane,boeing,737,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,5,0
88086,20220703105411,Accident,2022-07-03,Substantial,Airplane,air tractor inc,at-602,1,Turbo Prop,1,0,0,0,vmc,Unknown,2022,7,6,1
88087,20220703105412,Accident,2022-07-03,Destroyed,Airplane,extra flugzeugbau gmbh,ea 300/l,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,7,6,1
88088,20220705105425,Accident,2022-07-03,Substantial,Airplane,arnold j/jones d l,air cam,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,6,1
88089,20220707105432,Accident,2022-07-03,Substantial,Airplane,spaur charles,vans rv-6,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,7,6,1
88090,20220714105470,Accident,2022-07-03,Substantial,Airplane,cubcrafters inc,cc11-160,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88091,20220704105413,Accident,2022-07-04,Destroyed,Airplane,piper,pa-32-300,1,Reciprocating,1,0,3,0,vmc,Unknown,2022,7,0,4
88092,20220705105422,Accident,2022-07-04,Substantial,Airplane,cessna,182h,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,0,0
88093,20220705105424,Accident,2022-07-04,Substantial,Airplane,cessna,172m,1,Reciprocating,0,0,2,0,vmc,Unknown,2022,7,0,2
88094,20220707105431,Accident,2022-07-04,Substantial,Airplane,piper,pa-32rt-300t,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,0,0
88095,20220804105661,Incident,2022-07-04,Unknown,Airplane,airbus,a320,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,0,0
88096,20220804105661,Incident,2022-07-04,Unknown,Airplane,boeing,777,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,0,0
88097,20220808105685,Accident,2022-07-04,Substantial,Glider,schweizer,sgs 1-26d,1,Unknown,0,0,0,0,vmc,Unknown,2022,7,0,0
88098,20220707105428,Accident,2022-07-05,Substantial,Airplane,cessna,a185f,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,1,1
88099,20220714105471,Accident,2022-07-05,Substantial,Airplane,beech,95-b55 (t42a),1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,1,0
88100,20220710105435,Accident,2022-07-06,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,2,0
88101,20220711105452,Accident,2022-07-06,Destroyed,Helicopter,hiller,uh-12e,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,2,1
88102,20220718105498,Accident,2022-07-06,Substantial,Airplane,cessna,182d,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,2,0
88103,20220718105500,Accident,2022-07-06,Substantial,Helicopter,hiller,uh-12e,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,2,1
88104,20220816105750,Accident,2022-07-06,Substantial,Airplane,piper,pa-32r-301t,1,Reciprocating,0,0,0,5,unk,Unknown,2022,7,2,0
88105,20220712105453,Accident,2022-07-07,Substantial,Airplane,cessna,172b,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,7,3,1
88106,20220712105456,Incident,2022-07-07,Unknown,Airplane,boeing,737-924er,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,3,0
88107,20220712105459,Accident,2022-07-07,Substantial,Airplane,cessna,t210r,1,Reciprocating,0,0,0,4,vmc,Unknown,2022,7,3,0
88108,20220815105738,Incident,2022-07-07,Unknown,Airplane,boeing,767-332,1,Turbo Fan,0,0,0,233,unk,Unknown,2022,7,3,0
88109,20220708105434,Accident,2022-07-08,Substantial,Airplane,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88110,20220711105438,Accident,2022-07-08,Substantial,Airplane,geist donald r,kolb firestar ii,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,7,4,1
88111,20220711105439,Accident,2022-07-08,Substantial,Airplane,air tractor inc,at-502b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2022,7,4,0
88112,20220711105440,Accident,2022-07-08,Substantial,Airplane,cessna,172m,1,UNK,0,0,2,0,vmc,Unknown,2022,7,4,2
88113,20220711105446,Accident,2022-07-08,Destroyed,Airplane,robin,dr400,1,Reciprocating,0,0,0,2,unk,Unknown,2022,7,4,0
88114,20220712105462,Accident,2022-07-08,Substantial,Airplane,cessna,172p,1,Reciprocating,0,0,0,3,vmc,Unknown,2022,7,4,0
88115,20220711105443,Accident,2022-07-09,Substantial,Airplane,duffy russell a,slingshot,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,5,0
88116,20220711105450,Accident,2022-07-09,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,5,0
88117,20220712105458,Accident,2022-07-09,Destroyed,Helicopter,bell,206,1,Reciprocating,1,0,0,0,unk,Unknown,2022,7,5,1
88118,20220713105467,Incident,2022-07-09,Unknown,Airplane,airbus,a320,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,5,0
88119,20220718105510,Accident,2022-07-09,Substantial,Helicopter,robinson,r44,1,Reciprocating,0,2,0,1,unk,Unknown,2022,7,5,2
88120,20220822105778,Accident,2022-07-09,Substantial,Airplane,piper,pa46,1,Reciprocating,0,0,0,6,unk,Unknown,2022,7,5,0
88121,20220711105441,Accident,2022-07-10,Substantial,Airplane,arion,lightning,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,6,1
88122,20220711105442,Accident,2022-07-10,Substantial,Airplane,air tractor inc,at-502b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2022,7,6,0
88123,20220711105445,Accident,2022-07-10,Substantial,Airplane,mooney,m20c,1,Reciprocating,0,0,1,0,unk,Unknown,2022,7,6,1
88124,20220711105447,Accident,2022-07-10,Substantial,Airplane,bellanca,7gcbc,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88125,20220712105455,Accident,2022-07-10,Substantial,Airplane,mooney,m20f,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88126,20220718105501,Accident,2022-07-10,Substantial,Glider,schleicher,asw-19b,1,Unknown,0,0,0,1,vmc,Unknown,2022,7,6,0
88127,20220720105535,Accident,2022-07-10,Unknown,Glider,schweizer,sgs 2-33a,1,Unknown,0,0,0,1,unk,Unknown,2022,7,6,0
88128,20220805105671,Accident,2022-07-10,Substantial,Airplane,piper,pa-22-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88129,20221020106167,Incident,2022-07-10,Unknown,Airplane,beech,400a,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,6,0
88130,20220711105448,Accident,2022-07-11,Substantial,Airplane,air tractor inc,at-502b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2022,7,0,0
88131,20220711105449,Accident,2022-07-11,Substantial,Airplane,piper,pa-24-260,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,0,0
88132,20220713105464,Accident,2022-07-12,Substantial,Airplane,zenith,zodiac 650b,1,Unknown,0,0,0,2,vmc,Unknown,2022,7,1,0
88133,20220713105465,Accident,2022-07-12,Substantial,Airplane,piper/cub crafters,pa-18-150,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,1,1
88134,20220715105476,Accident,2022-07-12,Destroyed,Airplane,champion,7ec,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,7,1,1
88135,20220717105492,Accident,2022-07-12,Substantial,Helicopter,bell,206,1,Reciprocating,2,0,0,0,unk,Unknown,2022,7,1,2
88136,20220718105505,Accident,2022-07-12,Substantial,Airplane,piper,pa-31-325,1,Reciprocating,2,0,0,0,unk,Unknown,2022,7,1,2
88137,20220719105511,Accident,2022-07-12,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,1,0
88138,20220723105552,Accident,2022-07-12,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,1,0
88139,20220713105466,Accident,2022-07-13,Substantial,Airplane,cessna,150f,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,2,1
88140,20220722105546,Accident,2022-07-13,Unknown,Airplane,gulfstream,giv,1,Turbo Fan,0,0,0,5,unk,Unknown,2022,7,2,0
88141,20220726105587,Accident,2022-07-13,Substantial,Airplane,piper aircraft corporation,pa-60-601p,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,2,0
88142,20220714105474,Accident,2022-07-14,Substantial,Airplane,cessna,208b,1,Turbo Prop,0,1,0,0,unk,Unknown,2022,7,3,1
88143,20220714105475,Accident,2022-07-14,Substantial,Airplane,cessna,182p,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,3,0
88144,20220715105478,Accident,2022-07-14,Substantial,Airplane,flightstar inc,flightstar ii sc,1,Unknown,0,1,1,0,vmc,Unknown,2022,7,3,2
88145,20220715105483,Accident,2022-07-14,Destroyed,Airplane,cessna,p210n,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,7,3,2
88146,20220717105494,Accident,2022-07-14,Substantial,Airplane,cessna,p337h,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,3,0
