investigation_type,event_date,aircraft_damage,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,make_top,make_type,total_onboard,fatal_percentage,minor_injuries_percentage
Accident,2015-07-25,Substantial,cessna,a188b,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,7,5,cessna,private,1,0.0,0.0
Accident,2015-07-25,Substantial,piper,pa38 - 112,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,7,5,piper,private,1,100.0,0.0
Accident,2015-07-25,Substantial,piper,pa-28-151,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,7,5,piper,private,1,0.0,0.0
Accident,2015-07-25,Substantial,beech,a36,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,7,5,beechcraft,private,2,0.0,0.0
Accident,2015-07-25,Substantial,boeing,b75n1,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,7,5,boeing,commercial,1,0.0,0.0
Accident,2015-07-25,Substantial,cessna,t210l,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,7,5,cessna,private,1,0.0,0.0
Accident,2015-07-26,Substantial,beech,v35b,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,7,6,beechcraft,private,2,100.0,0.0
Accident,2015-07-26,Substantial,cessna,195a,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,7,6,cessna,private,2,0.0,0.0
Accident,2015-07-26,Destroyed,piper,pa46 - 350p,1,Reciprocating,2,0,3,0,unk,Unknown,2015,7,6,piper,private,5,40.0,60.0
Accident,2015-07-26,Unknown,cessna,182,1,Reciprocating,1,0,0,0,unk,Unknown,2015,7,6,cessna,private,1,100.0,0.0
Accident,2015-07-26,Substantial,cessna,180j,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,7,6,cessna,private,4,0.0,0.0
Accident,2015-07-27,Destroyed,beech,f35,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,7,0,beechcraft,private,1,100.0,0.0
Accident,2015-07-27,Destroyed,beech,m35,1,Reciprocating,4,0,0,0,vmc,Unknown,2015,7,0,beechcraft,private,4,100.0,0.0
Incident,2015-07-27,Minor,boeing,747,4,Turbo Fan,0,0,0,2,unk,Unknown,2015,7,0,boeing,commercial,2,0.0,0.0
Accident,2015-07-31,Destroyed,embraer,emb505,2,Turbo Fan,4,0,0,0,unk,Unknown,2015,7,4,embraer,commercial,4,100.0,0.0
Incident,2015-07-31,Minor,embraer,emb120,2,Turbo Prop,0,0,0,0,unk,Unknown,2015,7,4,embraer,commercial,0,,
Incident,2015-08-01,Minor,cessna,650,2,Turbo Fan,0,0,0,6,unk,Unknown,2015,8,5,cessna,private,6,0.0,0.0
Accident,2015-08-01,Substantial,cessna,p337g,2,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,5,cessna,private,1,100.0,0.0
Accident,2015-08-01,Substantial,cessna,182,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,8,5,cessna,private,1,0.0,100.0
Accident,2015-08-02,Substantial,cessna,208b,1,Turbo Prop,0,2,0,7,imc,Unknown,2015,8,6,cessna,private,9,0.0,0.0
Accident,2015-08-02,Substantial,beech,c90b,2,Turbo Prop,0,2,2,0,vmc,Unknown,2015,8,6,beechcraft,private,4,0.0,50.0
Incident,2015-08-02,Unknown,airbus,a320 - 214,2,Turbo Fan,0,0,0,184,unk,Unknown,2015,8,6,airbus,commercial,184,0.0,0.0
Accident,2015-08-02,Substantial,cessna,206,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,6,cessna,private,2,0.0,0.0
Accident,2015-08-03,Substantial,cessna,tu206g,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,0,cessna,private,1,0.0,0.0
Accident,2015-08-03,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,0,cessna,private,1,0.0,0.0
Accident,2015-08-03,Substantial,piper,pa 28-181,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,8,0,piper,private,3,0.0,0.0
Accident,2015-08-04,Substantial,beech,a36,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,8,1,beechcraft,private,2,0.0,0.0
Accident,2015-08-04,Destroyed,cessna,172f,1,Reciprocating,1,0,0,0,unk,Unknown,2015,8,1,cessna,private,1,100.0,0.0
Incident,2015-08-04,Unknown,bombardier inc,cl600 2d24,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,8,1,bombardier,commercial,0,,
Accident,2015-08-05,Substantial,cessna,560xl,2,Turbo Fan,0,0,0,3,vmc,Unknown,2015,8,2,cessna,private,3,0.0,0.0
Incident,2015-08-05,Minor,boeing,737,2,Turbo Fan,0,0,0,148,vmc,Unknown,2015,8,2,boeing,commercial,148,0.0,0.0
Accident,2015-08-05,Substantial,cessna,150m,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,2,cessna,private,2,0.0,0.0
Accident,2015-08-07,Destroyed,piper,pa46,1,Turbo Prop,4,0,0,0,vmc,Unknown,2015,8,4,piper,private,4,100.0,0.0
Accident,2015-08-07,Substantial,cessna,182f,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,8,4,cessna,private,2,100.0,0.0
Accident,2015-08-07,Substantial,piper,pa 18-150,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,8,4,piper,private,2,100.0,0.0
Accident,2015-08-07,Unknown,embraer,e175,2,Turbo Fan,0,0,1,65,vmc,Unknown,2015,8,4,embraer,commercial,66,0.0,1.5151515151515151
Accident,2015-08-08,Substantial,cessna,402b,2,Reciprocating,3,0,0,0,vmc,Unknown,2015,8,5,cessna,private,3,100.0,0.0
Accident,2015-08-08,Substantial,cessna,172g,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,8,5,cessna,private,2,0.0,100.0
Accident,2015-08-08,Substantial,cessna,182,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,8,5,cessna,private,2,0.0,0.0
Accident,2015-08-08,Substantial,cessna,170a,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,5,cessna,private,1,0.0,0.0
Accident,2015-08-08,Destroyed,cessna,u206f,1,Reciprocating,9,0,0,0,unk,Unknown,2015,8,5,cessna,private,9,100.0,0.0
Incident,2015-08-08,Minor,airbus industrie,a320 211,2,Turbo Fan,0,0,0,124,imc,Unknown,2015,8,5,airbus,commercial,124,0.0,0.0
Accident,2015-08-09,Substantial,cessna,172,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,8,6,cessna,private,1,0.0,100.0
Accident,2015-08-09,Substantial,cessna,206g,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,8,6,cessna,private,1,0.0,0.0
Accident,2015-08-09,Substantial,cessna,c421b,2,Reciprocating,0,0,1,0,vmc,Unknown,2015,8,6,cessna,private,1,0.0,100.0
Accident,2015-08-09,Destroyed,cessna,172n,1,Reciprocating,3,0,0,0,vmc,Unknown,2015,8,6,cessna,private,3,100.0,0.0
Accident,2015-08-09,Substantial,piper,pa 18-150,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,8,6,piper,private,1,0.0,100.0
Accident,2015-08-10,Substantial,piper,pa 32r-300,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,0,piper,private,1,100.0,0.0
Accident,2015-08-10,Destroyed,piper,pa-28r,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,0,piper,private,1,100.0,0.0
Accident,2015-08-10,Substantial,cessna,a185f,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,0,cessna,private,1,0.0,0.0
Accident,2015-08-11,Substantial,cessna,170b,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,8,1,cessna,private,2,0.0,0.0
Accident,2015-08-11,Substantial,cessna,150,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,1,cessna,private,2,0.0,0.0
Incident,2015-08-11,Unknown,boeing,747,4,Turbo Fan,0,0,0,0,unk,Unknown,2015,8,1,boeing,commercial,0,,
Accident,2015-08-12,Substantial,cessna,208b,1,Turbo Prop,0,1,0,0,unk,Unknown,2015,8,2,cessna,private,1,0.0,0.0
Accident,2015-08-12,Destroyed,beech,n35,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,8,2,beechcraft,private,2,100.0,0.0
Accident,2015-08-13,Destroyed,cessna,t182t,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,8,3,cessna,private,2,100.0,0.0
Accident,2015-08-14,Substantial,cessna,337f,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,4,cessna,private,1,0.0,0.0
Accident,2015-08-15,Destroyed,cessna,t206h,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,5,cessna,private,1,100.0,0.0
Accident,2015-08-15,Substantial,airbus,a321,2,Turbo Fan,0,0,0,159,vmc,Unknown,2015,8,5,airbus,commercial,159,0.0,0.0
Accident,2015-08-15,Substantial,cessna,172c,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,8,5,cessna,private,2,0.0,0.0
Incident,2015-08-15,Minor,beech,350,2,Reciprocating,0,0,0,11,vmc,Unknown,2015,8,5,beechcraft,private,11,0.0,0.0
Accident,2015-08-16,Substantial,piper,pa 28-161,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,8,6,piper,private,1,0.0,100.0
Accident,2015-08-16,Destroyed,cessna,172m,1,Reciprocating,5,0,0,0,vmc,Unknown,2015,8,6,cessna,private,5,100.0,0.0
Accident,2015-08-16,Destroyed,beech,c35,1,Reciprocating,1,0,1,0,vmc,Unknown,2015,8,6,beechcraft,private,2,50.0,50.0
Incident,2015-08-16,Unknown,beech,v35,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,6,beechcraft,private,2,0.0,0.0
Accident,2015-08-16,Substantial,cessna,180h,1,Reciprocating,0,2,0,1,vmc,Unknown,2015,8,6,cessna,private,3,0.0,0.0
Accident,2015-08-16,Substantial,beech,a100,2,Turbo Prop,0,0,0,4,unk,Unknown,2015,8,6,beechcraft,private,4,0.0,0.0
Accident,2015-08-16,Substantial,cessna,177b,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,6,cessna,private,1,0.0,0.0
Accident,2015-08-16,Substantial,cessna,182,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,8,6,cessna,private,2,0.0,0.0
Accident,2015-08-17,Substantial,cessna,172k,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,8,0,cessna,private,3,0.0,0.0
Accident,2015-08-17,Substantial,piper,pa-34-220t,2,Reciprocating,1,0,0,0,unk,Unknown,2015,8,0,piper,private,1,100.0,0.0
Accident,2015-08-17,Destroyed,cessna,441,2,Turbo Prop,7,0,0,0,unk,Unknown,2015,8,0,cessna,private,7,100.0,0.0
Accident,2015-08-18,Substantial,cessna,182p,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,8,1,cessna,private,1,0.0,0.0
Incident,2015-08-18,Unknown,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,8,1,boeing,commercial,0,,
Accident,2015-08-19,Substantial,cessna,172n,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,2,cessna,private,2,0.0,0.0
Accident,2015-08-20,Substantial,cessna,172p,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,8,3,cessna,private,2,100.0,0.0
Accident,2015-08-21,Substantial,cessna,172,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,4,cessna,private,1,100.0,0.0
Accident,2015-08-21,Substantial,piper,pa 25-235,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,4,piper,private,1,0.0,0.0
Accident,2015-08-21,Substantial,piper,pa 18-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,4,piper,private,1,0.0,0.0
Accident,2015-08-22,Substantial,cessna,150,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,8,5,cessna,private,1,0.0,100.0
Accident,2015-08-22,Substantial,cessna,180,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,8,5,cessna,private,4,0.0,0.0
Accident,2015-08-22,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,5,cessna,private,2,0.0,0.0
Accident,2015-08-22,Unknown,airbus,a330,2,Turbo Fan,0,0,1,199,unk,Unknown,2015,8,5,airbus,commercial,200,0.0,0.5
Accident,2015-08-22,Substantial,mitsubishi,mu 2b-25,2,Turbo Prop,0,0,0,1,vmc,Unknown,2015,8,5,mitsubishi,commercial,1,0.0,0.0
Accident,2015-08-23,Destroyed,beech,35 b33,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,6,beechcraft,private,1,100.0,0.0
Accident,2015-08-23,Unknown,boeing,737 7h4,2,Turbo Fan,0,0,0,147,vmc,Unknown,2015,8,6,boeing,commercial,147,0.0,0.0
Accident,2015-08-23,Substantial,cessna,180,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,8,6,cessna,private,2,100.0,0.0
Accident,2015-08-23,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,6,cessna,private,1,0.0,0.0
Accident,2015-08-24,Substantial,cessna,182q,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,0,cessna,private,2,0.0,0.0
Accident,2015-08-25,Substantial,piper,pa 22-160,1,Reciprocating,0,1,2,0,vmc,Unknown,2015,8,1,piper,private,3,0.0,66.66666666666666
Accident,2015-08-26,Destroyed,cessna,310r,2,Reciprocating,1,0,0,0,imc,Unknown,2015,8,2,cessna,private,1,100.0,0.0
Accident,2015-08-26,Substantial,piper,pa 28-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,2,piper,private,2,0.0,0.0
Accident,2015-08-26,Substantial,cessna,195,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,2,cessna,private,2,0.0,0.0
Accident,2015-08-26,Substantial,piper,pa 28-180,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,2,piper,private,1,0.0,0.0
Accident,2015-08-26,Substantial,beech,c90,2,Turbo Prop,0,0,0,2,unk,Unknown,2015,8,2,beechcraft,private,2,0.0,0.0
Accident,2015-08-26,Destroyed,cessna,tu206b,1,Reciprocating,3,0,0,0,unk,Unknown,2015,8,2,cessna,private,3,100.0,0.0
Accident,2015-08-27,Destroyed,piper,pa44,2,Reciprocating,1,0,0,0,imc,Unknown,2015,8,3,piper,private,1,100.0,0.0
Accident,2015-08-27,Substantial,piper,pa 25,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,8,3,piper,private,1,100.0,0.0
Incident,2015-08-27,Minor,piper,pa-23-250,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,3,piper,private,1,0.0,0.0
Accident,2015-08-27,Unknown,cessna,340a,2,Reciprocating,0,0,0,2,unk,Unknown,2015,8,3,cessna,private,2,0.0,0.0
Accident,2015-08-28,Substantial,beech,c90,2,Turbo Prop,0,0,0,5,vmc,Unknown,2015,8,4,beechcraft,private,5,0.0,0.0
Accident,2015-08-28,Substantial,beech,e 90,2,Turbo Prop,0,0,0,1,vmc,Unknown,2015,8,4,beechcraft,private,1,0.0,0.0
Accident,2015-08-29,Substantial,cessna,305a,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,5,cessna,private,1,0.0,0.0
Accident,2015-08-29,Substantial,beech,b19,1,Reciprocating,0,0,1,1,vmc,Unknown,2015,8,5,beechcraft,private,2,0.0,50.0
Accident,2015-08-30,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,6,cessna,private,2,0.0,0.0
Accident,2015-08-30,Substantial,cessna,180b,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,8,6,cessna,private,1,0.0,0.0
Accident,2015-08-30,Substantial,cessna,170a,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,8,6,cessna,private,3,0.0,0.0
Accident,2015-08-31,Substantial,cessna,t240,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,0,cessna,private,2,0.0,0.0
Accident,2015-08-31,Destroyed,piper aircraft corporation,pa-46-350p,1,Reciprocating,0,2,0,0,unk,Unknown,2015,8,0,piper,private,2,0.0,0.0
Accident,2015-08-31,Substantial,cessna,a185f,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,8,0,cessna,private,2,0.0,0.0
Incident,2015-08-31,Unknown,piper,pa28,1,Reciprocating,0,0,0,1,unk,Unknown,2015,8,0,piper,private,1,0.0,0.0
Accident,2015-09-02,Substantial,piper,pa 28-140,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,9,2,piper,private,2,0.0,0.0
Accident,2015-09-03,Substantial,piper,pa28,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,9,3,piper,private,2,100.0,0.0
Accident,2015-09-03,Destroyed,cessna,r172,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,9,3,cessna,private,2,0.0,100.0
Accident,2015-09-03,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,3,cessna,private,1,0.0,0.0
Accident,2015-09-04,Substantial,piper,pa 28rt-201,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,9,4,piper,private,1,0.0,0.0
Accident,2015-09-04,Substantial,cessna,150f,1,Reciprocating,1,0,0,0,unk,Unknown,2015,9,4,cessna,private,1,100.0,0.0
Accident,2015-09-04,Substantial,beech,v35b,1,Reciprocating,0,1,0,3,vmc,Unknown,2015,9,4,beechcraft,private,4,0.0,0.0
Accident,2015-09-05,Minor,boeing,737,2,Turbo Fan,7,0,0,112,unk,Unknown,2015,9,5,boeing,commercial,119,5.88235294117647,0.0
Accident,2015-09-05,Substantial,cessna,152,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,5,cessna,private,2,0.0,0.0
Accident,2015-09-05,Destroyed,cessna,310h,2,Reciprocating,4,0,0,0,imc,Unknown,2015,9,5,cessna,private,4,100.0,0.0
Accident,2015-09-05,Substantial,cessna,tr182,1,Reciprocating,1,3,0,0,vmc,Unknown,2015,9,5,cessna,private,4,25.0,0.0
Accident,2015-09-06,Substantial,cessna,t210l,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,6,cessna,private,2,0.0,0.0
Accident,2015-09-07,Destroyed,beech,a36,1,Reciprocating,3,0,0,0,imc,Unknown,2015,9,0,beechcraft,private,3,100.0,0.0
Accident,2015-09-07,Substantial,piper,pa 28r-201t,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,0,piper,private,2,0.0,0.0
Accident,2015-09-07,Substantial,piper,pa-24,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,0,piper,private,1,0.0,0.0
Accident,2015-09-07,Substantial,piper,pa 28r-200,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,0,piper,private,1,0.0,0.0
Accident,2015-09-07,Substantial,cessna,150d,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,0,cessna,private,1,0.0,0.0
Accident,2015-09-08,Substantial,boeing company,boeing 777-236,2,Turbo Fan,0,19,1,150,vmc,Unknown,2015,9,1,boeing,commercial,170,0.0,0.5882352941176471
Accident,2015-09-08,Destroyed,cessna,172,1,Reciprocating,1,0,0,0,unk,Unknown,2015,9,1,cessna,private,1,100.0,0.0
Accident,2015-09-09,Substantial,piper,pa-36-375,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,2,piper,private,1,0.0,0.0
Accident,2015-09-09,Substantial,piper,pa-17,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,2,piper,private,1,0.0,0.0
Accident,2015-09-10,Substantial,beech aircraft corporation,beech c 24r,1,Reciprocating,1,0,0,0,unk,Unknown,2015,9,3,beechcraft,private,1,100.0,0.0
Accident,2015-09-11,Substantial,cessna,172,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,9,4,cessna,private,1,100.0,0.0
Accident,2015-09-11,Substantial,beech,58,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,4,beechcraft,private,1,0.0,0.0
Accident,2015-09-12,Destroyed,cessna,150,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,9,5,cessna,private,1,100.0,0.0
Incident,2015-09-12,Unknown,airbus,a320,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,9,5,airbus,commercial,0,,
Accident,2015-09-13,Substantial,cessna,177,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,9,6,cessna,private,2,0.0,100.0
Accident,2015-09-13,Substantial,piper,pa 28-181,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,6,piper,private,2,0.0,0.0
Accident,2015-09-13,Substantial,cessna,180h,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,6,cessna,private,2,0.0,0.0
Incident,2015-09-14,Unknown,boeing,737,2,Turbo Fan,0,0,0,188,unk,Unknown,2015,9,0,boeing,commercial,188,0.0,0.0
Accident,2015-09-16,Substantial,cessna,172p,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,9,2,cessna,private,1,0.0,0.0
Incident,2015-09-16,Minor,boeing,777,2,Turbo Fan,0,0,0,279,unk,Unknown,2015,9,2,boeing,commercial,279,0.0,0.0
Accident,2015-09-16,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,2,cessna,private,1,0.0,0.0
Accident,2015-09-17,Substantial,cessna,r172,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,9,3,cessna,private,2,0.0,100.0
Accident,2015-09-18,Substantial,cessna,u206,1,Reciprocating,1,0,0,0,imc,Unknown,2015,9,4,cessna,private,1,100.0,0.0
Accident,2015-09-19,Substantial,cessna,172e,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,9,5,cessna,private,2,0.0,100.0
Accident,2015-09-19,Substantial,cessna,150m,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,5,cessna,private,1,0.0,0.0
Accident,2015-09-19,Substantial,piper,pa 20,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,5,piper,private,2,0.0,0.0
Accident,2015-09-19,Substantial,piper,pa 28-161,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,5,piper,private,1,0.0,0.0
Accident,2015-09-19,Substantial,piper,pa 24-250,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,5,piper,private,1,0.0,0.0
Accident,2015-09-20,Destroyed,cessna,150h,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,9,6,cessna,private,2,100.0,0.0
Accident,2015-09-20,Substantial,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,6,cessna,private,2,0.0,0.0
Incident,2015-09-21,Minor,cessna,t206h,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,9,0,cessna,private,2,0.0,0.0
Accident,2015-09-21,Substantial,cessna,172,1,Reciprocating,0,1,0,0,vmc,Unknown,2015,9,0,cessna,private,1,0.0,0.0
Accident,2015-09-21,Substantial,piper,pa 32-260,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,0,piper,private,2,0.0,0.0
Accident,2015-09-21,Substantial,cessna,421b,2,Reciprocating,0,2,0,0,vmc,Unknown,2015,9,0,cessna,private,2,0.0,0.0
Accident,2015-09-21,Substantial,cessna,177rg,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,0,cessna,private,1,0.0,0.0
Accident,2015-09-23,Substantial,piper,pa 28,1,Reciprocating,0,1,1,0,vmc,Unknown,2015,9,2,piper,private,2,0.0,50.0
Accident,2015-09-23,Substantial,cessna,305a,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,2,cessna,private,2,0.0,0.0
Accident,2015-09-23,Substantial,cessna,195,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,9,2,cessna,private,2,0.0,0.0
Accident,2015-09-24,Substantial,cessna,180,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,3,cessna,private,1,0.0,0.0
Accident,2015-09-24,Substantial,cessna,177,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,9,3,cessna,private,2,0.0,0.0
Accident,2015-09-24,Substantial,piper,pa 28,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,3,piper,private,1,0.0,0.0
Accident,2015-09-24,Substantial,cessna,170b,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,9,3,cessna,private,2,0.0,0.0
Accident,2015-09-24,Substantial,cessna,t182t,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,3,cessna,private,1,0.0,0.0
Accident,2015-09-25,Destroyed,beech,s35,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,9,4,beechcraft,private,2,100.0,0.0
Accident,2015-09-25,Destroyed,cessna,t310q,2,Reciprocating,1,0,0,0,vmc,Unknown,2015,9,4,cessna,private,1,100.0,0.0
Accident,2015-09-25,Substantial,cessna,182a,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,4,cessna,private,1,0.0,0.0
Accident,2015-09-26,Substantial,cessna,150f,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,9,5,cessna,private,1,0.0,100.0
Accident,2015-09-26,Substantial,piper,pa 24,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,5,piper,private,1,0.0,0.0
Accident,2015-09-26,Substantial,beech,c35,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,9,5,beechcraft,private,4,0.0,0.0
Accident,2015-09-27,Substantial,cessna,182,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,9,6,cessna,private,1,100.0,0.0
Accident,2015-09-27,Substantial,cessna,182g,1,Reciprocating,0,1,1,0,vmc,Unknown,2015,9,6,cessna,private,2,0.0,50.0
Accident,2015-09-27,Substantial,cessna,305f,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,6,cessna,private,1,0.0,0.0
Accident,2015-09-27,Substantial,cessna,550,2,Turbo Fan,0,2,0,0,vmc,Unknown,2015,9,6,cessna,private,2,0.0,0.0
Accident,2015-09-28,Substantial,cessna,150f,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,9,0,cessna,private,2,0.0,100.0
Accident,2015-09-29,Substantial,piper,pa 28rt-201t,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,9,1,piper,private,1,0.0,100.0
Accident,2015-09-30,Substantial,piper,pa 30,2,Reciprocating,1,0,0,0,vmc,Unknown,2015,9,2,piper,private,1,100.0,0.0
Accident,2015-09-30,Substantial,beech,v35b,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,9,2,beechcraft,private,1,0.0,0.0
Accident,2015-10-01,Substantial,cessna,170a,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,3,cessna,private,1,0.0,0.0
Accident,2015-10-01,Unknown,airbus,a319,2,Turbo Fan,0,4,2,73,imc,Unknown,2015,10,3,airbus,commercial,79,0.0,2.5316455696202533
Accident,2015-10-01,Substantial,cessna,172,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,10,3,cessna,private,3,0.0,0.0
Accident,2015-10-02,Substantial,piper,pa31,2,Reciprocating,1,0,0,0,unk,Unknown,2015,10,4,piper,private,1,100.0,0.0
Accident,2015-10-02,Destroyed,piper,pa32r,1,Reciprocating,4,0,0,0,imc,Unknown,2015,10,4,piper,private,4,100.0,0.0
Accident,2015-10-02,Substantial,piper,pa 28-140,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,10,4,piper,private,1,100.0,0.0
Incident,2015-10-02,Minor,boeing,747,4,Turbo Fan,0,0,0,367,unk,Unknown,2015,10,4,boeing,commercial,367,0.0,0.0
Accident,2015-10-02,Substantial,piper,pa 18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,4,piper,private,2,0.0,0.0
Accident,2015-10-02,Substantial,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,4,cessna,private,2,0.0,0.0
Accident,2015-10-03,Destroyed,beech,200,2,Turbo Prop,2,0,0,0,unk,Unknown,2015,10,5,beechcraft,private,2,100.0,0.0
