investigation_type,event_date,aircraft_damage,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,make_top,make_type,total_onboard,fatal_percentage,minor_injuries_percentage
Accident,2009-01-11,Substantial,cessna,150m,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,6,cessna,private,2,0.0,0.0
Accident,2009-01-12,Substantial,piper,pa-46-500tp,1,Turbo Prop,0,0,0,1,vmc,Unknown,2009,1,0,piper,private,1,0.0,0.0
Incident,2009-01-12,Unknown,boeing,737,2,Turbo Fan,0,0,0,4,unk,Unknown,2009,1,0,boeing,commercial,4,0.0,0.0
Accident,2009-01-12,Substantial,beech,95-a55,2,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,0,beechcraft,private,1,0.0,0.0
Accident,2009-01-12,Substantial,cessna,120,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,0,cessna,private,1,0.0,0.0
Accident,2009-01-13,Substantial,piper,pa-32r-300,1,Reciprocating,0,1,1,0,imc,Unknown,2009,1,1,piper,private,2,0.0,50.0
Accident,2009-01-14,Substantial,cessna,u206e,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,2,cessna,private,1,0.0,0.0
Accident,2009-01-15,Substantial,airbus,a320,2,Turbo Fan,0,0,5,150,unk,Unknown,2009,1,3,airbus,commercial,155,0.0,3.225806451612903
Accident,2009-01-15,Destroyed,gulfstream aerospace corp,commander,2,Turbo Prop,3,0,0,0,imc,Unknown,2009,1,3,gulfstream,private,3,100.0,0.0
Accident,2009-01-17,Substantial,piper,pa-28-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,5,piper,private,2,0.0,0.0
Accident,2009-01-18,Substantial,beech,19,1,Reciprocating,0,0,0,2,imc,Unknown,2009,1,6,beechcraft,private,2,0.0,0.0
Accident,2009-01-18,Substantial,beech,a36,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,6,beechcraft,private,1,0.0,0.0
Accident,2009-01-18,Substantial,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,6,cessna,private,1,0.0,0.0
Accident,2009-01-18,Substantial,cessna,152,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,6,cessna,private,2,0.0,0.0
Accident,2009-01-19,Destroyed,piper,pa-42-720,2,Turbo Prop,1,0,0,0,imc,Unknown,2009,1,0,piper,private,1,100.0,0.0
Accident,2009-01-19,Substantial,cessna,172i,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,0,cessna,private,2,0.0,0.0
Accident,2009-01-21,Substantial,cessna,177b,1,Reciprocating,0,1,0,1,vmc,Unknown,2009,1,2,cessna,private,2,0.0,0.0
Accident,2009-01-22,Substantial,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,3,cessna,private,2,0.0,0.0
Incident,2009-01-23,Unknown,cessna,402c,2,Reciprocating,0,0,0,7,vmc,Unknown,2009,1,4,cessna,private,7,0.0,0.0
Accident,2009-01-23,Substantial,cessna,205,1,Reciprocating,2,0,0,0,imc,Unknown,2009,1,4,cessna,private,2,100.0,0.0
Accident,2009-01-23,Substantial,cessna,172e,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,4,cessna,private,2,0.0,0.0
Accident,2009-01-24,Substantial,cessna,172s,1,Reciprocating,0,0,2,0,vmc,Unknown,2009,1,5,cessna,private,2,0.0,100.0
Accident,2009-01-24,Substantial,piper,pa-28-180,1,Reciprocating,0,0,0,3,vmc,Unknown,2009,1,5,piper,private,3,0.0,0.0
Accident,2009-01-25,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,6,cessna,private,1,0.0,0.0
Accident,2009-01-25,Substantial,cessna,182q,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,6,cessna,private,1,0.0,0.0
Accident,2009-01-27,Substantial,cessna,210a,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,1,cessna,private,1,0.0,0.0
Accident,2009-01-30,Substantial,cessna,421c,2,Reciprocating,0,3,0,0,vmc,Unknown,2009,1,4,cessna,private,3,0.0,0.0
Accident,2009-01-30,Destroyed,piper,pa-34-200t,2,Reciprocating,6,0,0,0,imc,Unknown,2009,1,4,piper,private,6,100.0,0.0
Accident,2009-01-30,Substantial,cessna,421b,2,Reciprocating,0,11,0,1,vmc,Unknown,2009,1,4,cessna,private,12,0.0,0.0
Accident,2009-02-01,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,6,cessna,private,2,0.0,0.0
Accident,2009-02-01,Substantial,piper,pa-18 -150,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,6,piper,private,2,0.0,0.0
Accident,2009-02-01,Destroyed,piper,pa-28r,1,Reciprocating,3,0,0,0,unk,Unknown,2009,2,6,piper,private,3,100.0,0.0
Accident,2009-02-02,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,0,cessna,private,1,0.0,0.0
Accident,2009-02-03,Substantial,piper,pa-24-250,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,1,piper,private,1,0.0,0.0
Incident,2009-02-04,Minor,new piper aircraft inc,pa-46-500t,1,Turbo Prop,0,0,0,2,vmc,Unknown,2009,2,2,piper,private,2,0.0,0.0
Accident,2009-02-06,Substantial,beech,a36,1,Reciprocating,3,0,0,0,imc,Unknown,2009,2,4,beechcraft,private,3,100.0,0.0
Accident,2009-02-07,Substantial,cessna,170,1,Reciprocating,0,1,0,1,vmc,Unknown,2009,2,5,cessna,private,2,0.0,0.0
Incident,2009-02-07,Minor,piper,pa28,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,5,piper,private,2,0.0,0.0
Accident,2009-02-07,Substantial,cessna,170b,1,Reciprocating,0,0,0,3,vmc,Unknown,2009,2,5,cessna,private,3,0.0,0.0
Accident,2009-02-07,Substantial,cessna,172m,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,5,cessna,private,1,0.0,0.0
Accident,2009-02-07,Destroyed,cessna,650,2,Turbo Fan,2,0,0,0,vmc,Unknown,2009,2,5,cessna,private,2,100.0,0.0
Accident,2009-02-07,Substantial,cessna,172n,1,Reciprocating,0,4,0,0,vmc,Unknown,2009,2,5,cessna,private,4,0.0,0.0
Accident,2009-02-07,Substantial,piper,pa-28,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,5,piper,private,2,0.0,0.0
Accident,2009-02-07,Destroyed,embraer,emb110,2,Turbo Prop,24,4,0,0,unk,Unknown,2009,2,5,embraer,commercial,28,85.71428571428571,0.0
Accident,2009-02-08,Destroyed,cessna,206h,1,Reciprocating,6,0,0,0,vmc,Unknown,2009,2,6,cessna,private,6,100.0,0.0
Accident,2009-02-08,Substantial,piper,pa-30,2,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,6,piper,private,1,0.0,0.0
Accident,2009-02-09,Substantial,cessna,172d,1,Reciprocating,0,1,0,0,vmc,Unknown,2009,2,0,cessna,private,1,0.0,0.0
Accident,2009-02-11,Substantial,piper,pa28,1,Reciprocating,0,1,1,0,vmc,Unknown,2009,2,2,piper,private,2,0.0,50.0
Accident,2009-02-12,Substantial,beech,95-a55,2,Reciprocating,2,0,0,0,vmc,Unknown,2009,2,3,beechcraft,private,2,100.0,0.0
Accident,2009-02-12,Destroyed,dassault,falcon,1,Turbo Fan,2,0,1,0,vmc,Unknown,2009,2,3,dassault,private,3,66.66666666666666,33.33333333333333
Accident,2009-02-13,Destroyed,bombardier inc,dhc-8-402,2,Turbo Prop,49,0,0,0,vmc,Unknown,2009,2,4,bombardier,commercial,49,100.0,0.0
Accident,2009-02-14,Substantial,cessna,t337,2,Reciprocating,0,1,0,0,vmc,Unknown,2009,2,5,cessna,private,1,0.0,0.0
Accident,2009-02-14,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,5,cessna,private,1,0.0,0.0
Accident,2009-02-14,Substantial,cessna,172,1,Reciprocating,0,3,0,0,vmc,Unknown,2009,2,5,cessna,private,3,0.0,0.0
Accident,2009-02-16,Substantial,beech,65-a90-1,2,Turbo Prop,0,0,0,2,vmc,Unknown,2009,2,0,beechcraft,private,2,0.0,0.0
Accident,2009-02-16,Destroyed,piper,pa-24-260,1,Reciprocating,1,0,0,0,vmc,Unknown,2009,2,0,piper,private,1,100.0,0.0
Accident,2009-02-16,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,0,cessna,private,2,0.0,0.0
Accident,2009-02-16,Substantial,cessna,206,1,Reciprocating,1,0,2,0,unk,Unknown,2009,2,0,cessna,private,3,33.33333333333333,66.66666666666666
Accident,2009-02-17,Substantial,beech,h35,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,1,beechcraft,private,1,0.0,0.0
Incident,2009-02-17,Unknown,cessna,150,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,1,cessna,private,2,0.0,0.0
Accident,2009-02-18,Substantial,cessna,152,1,Reciprocating,0,1,0,1,vmc,Unknown,2009,2,2,cessna,private,2,0.0,0.0
Accident,2009-02-19,Substantial,piper,pa-31-350,2,Reciprocating,0,5,1,0,imc,Unknown,2009,2,3,piper,private,6,0.0,16.666666666666664
Accident,2009-02-20,Unknown,boeing,747,4,Turbo Fan,0,34,4,384,unk,Unknown,2009,2,4,boeing,commercial,422,0.0,0.9478672985781991
Accident,2009-02-20,Substantial,piper,pa-24-260,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,4,piper,private,1,0.0,0.0
Accident,2009-02-20,Substantial,cessna,182,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,2,4,cessna,private,2,0.0,0.0
Accident,2009-02-20,Substantial,cessna,172n,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,2,4,cessna,private,2,0.0,0.0
Accident,2009-02-20,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,4,cessna,private,1,0.0,0.0
Accident,2009-02-21,Substantial,beech,b35,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,5,beechcraft,private,2,0.0,0.0
Incident,2009-02-21,Minor,embraer,emb-120er,2,Turbo Prop,0,0,0,4,vmc,Unknown,2009,2,5,embraer,commercial,4,0.0,0.0
Accident,2009-02-21,Substantial,cessna,182s,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,5,cessna,private,1,0.0,0.0
Accident,2009-02-21,Substantial,piper,pa-22-160,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,5,piper,private,1,0.0,0.0
Accident,2009-02-22,Substantial,piper,pa-28c-235,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,6,piper,private,2,0.0,0.0
Incident,2009-02-22,Minor,cessna,172h,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,6,cessna,private,2,0.0,0.0
Accident,2009-02-22,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,6,cessna,private,2,0.0,0.0
Accident,2009-02-23,Substantial,piper,pa-31t,2,Turbo Prop,0,0,0,1,vmc,Unknown,2009,2,0,piper,private,1,0.0,0.0
Accident,2009-02-24,Substantial,cessna,t210,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,1,cessna,private,2,0.0,0.0
Incident,2009-02-24,Unknown,bombardier,cl-600,2,Turbo Fan,0,0,0,0,unk,Unknown,2009,2,1,bombardier,commercial,0,,
Accident,2009-02-24,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,1,cessna,private,1,0.0,0.0
Accident,2009-02-25,Substantial,cessna,172n,1,Reciprocating,0,0,0,3,vmc,Unknown,2009,2,2,cessna,private,3,0.0,0.0
Accident,2009-02-25,Destroyed,boeing,b737-800,2,Unknown,9,53,27,45,unk,Unknown,2009,2,2,boeing,commercial,134,6.7164179104477615,20.149253731343283
Accident,2009-02-26,Substantial,piper,pa-28-140,1,Reciprocating,1,0,1,0,vmc,Unknown,2009,2,3,piper,private,2,50.0,50.0
Accident,2009-02-26,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,3,cessna,private,1,0.0,0.0
Accident,2009-02-26,Substantial,piper,pa-28-161,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,2,3,piper,private,2,0.0,0.0
Accident,2009-02-27,Substantial,cessna,tr182,1,Reciprocating,0,0,0,4,vmc,Unknown,2009,2,4,cessna,private,4,0.0,0.0
Incident,2009-02-27,Unknown,boeing,737,2,Turbo Fan,0,0,0,131,unk,Unknown,2009,2,4,boeing,commercial,131,0.0,0.0
Accident,2009-02-27,Substantial,cessna,170b,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,4,cessna,private,1,0.0,0.0
Accident,2009-02-27,Substantial,piper,pa-18-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,4,piper,private,1,0.0,0.0
Accident,2009-02-28,Substantial,cessna,182m,1,Reciprocating,3,0,0,0,vmc,Unknown,2009,2,5,cessna,private,3,100.0,0.0
Accident,2009-02-28,Substantial,piper,pa-28r-200,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,2,5,piper,private,1,0.0,0.0
Accident,2009-02-28,Substantial,cessna,172,1,Reciprocating,1,0,0,0,unk,Unknown,2009,2,5,cessna,private,1,100.0,0.0
Accident,2009-02-28,Substantial,bombardier,crj,2,Turbo Jet,0,0,0,2,unk,Unknown,2009,2,5,bombardier,commercial,2,0.0,0.0
Accident,2009-03-01,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,6,cessna,private,1,0.0,0.0
Accident,2009-03-02,Destroyed,beech,be-100,2,Turbo Prop,6,0,0,0,imc,Unknown,2009,3,0,beechcraft,private,6,100.0,0.0
Accident,2009-03-04,Substantial,beech,a36,1,Reciprocating,0,1,0,0,vmc,Unknown,2009,3,2,beechcraft,private,1,0.0,0.0
Accident,2009-03-04,Unknown,boeing,777,2,Turbo Fan,0,0,2,275,unk,Unknown,2009,3,2,boeing,commercial,277,0.0,0.7220216606498195
Accident,2009-03-04,Substantial,piper,pa-18a,1,Reciprocating,0,0,2,0,vmc,Unknown,2009,3,2,piper,private,2,0.0,100.0
Accident,2009-03-05,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,3,cessna,private,1,0.0,0.0
Accident,2009-03-06,Destroyed,cessna,172n,1,Reciprocating,1,0,0,0,vmc,Unknown,2009,3,4,cessna,private,1,100.0,0.0
Accident,2009-03-06,Substantial,cessna,172p,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,4,cessna,private,2,0.0,0.0
Accident,2009-03-08,Substantial,cessna,172r,1,Reciprocating,0,1,2,0,vmc,Unknown,2009,3,6,cessna,private,3,0.0,66.66666666666666
Accident,2009-03-08,Destroyed,cessna,182p,1,Reciprocating,3,0,0,0,imc,Unknown,2009,3,6,cessna,private,3,100.0,0.0
Accident,2009-03-08,Substantial,piper,pa-30,2,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,6,piper,private,1,0.0,0.0
Accident,2009-03-08,Destroyed,beech,a36,1,Reciprocating,1,0,0,0,unk,Unknown,2009,3,6,beechcraft,private,1,100.0,0.0
Accident,2009-03-09,Substantial,piper,pa-42,2,Turbo Prop,0,0,0,2,imc,Unknown,2009,3,0,piper,private,2,0.0,0.0
Accident,2009-03-10,Substantial,cessna,402b,2,Reciprocating,0,0,0,1,imc,Unknown,2009,3,1,cessna,private,1,0.0,0.0
Accident,2009-03-12,Substantial,piper,pa-28,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,3,piper,private,2,0.0,0.0
Accident,2009-03-12,Substantial,beech,58,2,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,3,beechcraft,private,2,0.0,0.0
Accident,2009-03-13,Substantial,piper,pa-23-160,2,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,4,piper,private,1,0.0,0.0
Accident,2009-03-14,Destroyed,piper,pa28-236,1,Reciprocating,2,0,0,0,imc,Unknown,2009,3,5,piper,private,2,100.0,0.0
Accident,2009-03-14,Substantial,piper,pa-31-350,2,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,5,piper,private,1,0.0,0.0
Accident,2009-03-15,Substantial,piper,pa28-151,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,6,piper,private,1,0.0,0.0
Accident,2009-03-15,Substantial,beech,b24r,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,6,beechcraft,private,2,0.0,0.0
Accident,2009-03-16,Substantial,beech,d35,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,0,beechcraft,private,1,0.0,0.0
Accident,2009-03-17,Substantial,piper,pa-28-161,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,1,piper,private,2,0.0,0.0
Accident,2009-03-17,Substantial,cessna,172r,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,1,cessna,private,1,0.0,0.0
Accident,2009-03-17,Substantial,piper,pa-24-250,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,1,piper,private,1,0.0,0.0
Accident,2009-03-17,Substantial,cessna,180f,1,Reciprocating,1,0,0,0,vmc,Unknown,2009,3,1,cessna,private,1,100.0,0.0
Accident,2009-03-18,Substantial,cessna,310k,2,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,2,cessna,private,2,0.0,0.0
Accident,2009-03-19,Substantial,cessna aircraft co,e162,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,3,cessna,private,1,0.0,0.0
Accident,2009-03-19,Destroyed,beech,be-200,2,Turbo Prop,7,0,0,0,unk,Unknown,2009,3,3,beechcraft,private,7,100.0,0.0
Accident,2009-03-19,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,3,cessna,private,1,0.0,0.0
Accident,2009-03-20,Substantial,piper,pa-32-300,1,Reciprocating,2,0,0,0,imc,Unknown,2009,3,4,piper,private,2,100.0,0.0
Accident,2009-03-20,Destroyed,cessna,172a,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,4,cessna,private,1,0.0,0.0
Accident,2009-03-20,Substantial,piper,pa28-151,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,4,piper,private,1,0.0,0.0
Accident,2009-03-20,Substantial,piper,pa32,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,4,piper,private,1,0.0,0.0
Accident,2009-03-20,Substantial,beech,a36,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,4,beechcraft,private,2,0.0,0.0
Accident,2009-03-21,Substantial,beech,a36,1,Reciprocating,0,1,1,0,vmc,Unknown,2009,3,5,beechcraft,private,2,0.0,50.0
Accident,2009-03-21,Substantial,piper,pa-18-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,5,piper,private,1,0.0,0.0
Accident,2009-03-21,Substantial,cessna,150e,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,5,cessna,private,1,0.0,0.0
Accident,2009-03-22,Substantial,cessna,150d,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,6,cessna,private,1,0.0,0.0
Accident,2009-03-23,Substantial,beech,200,2,Turbo Prop,0,0,0,4,vmc,Unknown,2009,3,0,beechcraft,private,4,0.0,0.0
Accident,2009-03-23,Substantial,cessna,210,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,0,cessna,private,2,0.0,0.0
Accident,2009-03-24,Substantial,piper,pa-28-181,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,1,piper,private,1,0.0,0.0
Accident,2009-03-26,Substantial,cessna,182q,1,Reciprocating,1,0,0,0,imc,Unknown,2009,3,3,cessna,private,1,100.0,0.0
Accident,2009-03-26,Substantial,cessna,170b,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,3,3,cessna,private,2,0.0,0.0
Accident,2009-03-27,Substantial,cessna,337c,2,Reciprocating,1,0,0,0,vmc,Unknown,2009,3,4,cessna,private,1,100.0,0.0
Accident,2009-03-27,Substantial,cessna,180g,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,4,cessna,private,2,0.0,0.0
Accident,2009-03-28,Substantial,cessna,182q,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,5,cessna,private,1,0.0,0.0
Accident,2009-03-28,Substantial,piper,pa-28-235,1,Reciprocating,0,0,4,0,vmc,Unknown,2009,3,5,piper,private,4,0.0,100.0
Accident,2009-03-28,Substantial,cessna,t210l,1,Reciprocating,0,0,2,0,vmc,Unknown,2009,3,5,cessna,private,2,0.0,100.0
Accident,2009-03-29,Substantial,cessna,550,2,Turbo Fan,0,0,0,3,vmc,Unknown,2009,3,6,cessna,private,3,0.0,0.0
Accident,2009-03-29,Substantial,cessna,r172k,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,3,6,cessna,private,2,0.0,0.0
Accident,2009-03-29,Substantial,cessna,p210n,1,Reciprocating,0,1,1,0,vmc,Unknown,2009,3,6,cessna,private,2,0.0,50.0
Accident,2009-03-29,Substantial,cessna,150l,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,3,6,cessna,private,1,0.0,0.0
Accident,2009-04-01,Substantial,piper,pa-22-150,1,Reciprocating,2,0,0,0,imc,Unknown,2009,4,2,piper,private,2,100.0,0.0
Accident,2009-04-02,Substantial,cessna,337g,2,Reciprocating,0,2,0,0,vmc,Unknown,2009,4,3,cessna,private,2,0.0,0.0
Accident,2009-04-02,Substantial,piper,pa-31-325,2,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,3,piper,private,2,0.0,0.0
Accident,2009-04-03,Substantial,cessna,180k,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,4,cessna,private,1,0.0,0.0
Accident,2009-04-04,Substantial,cessna,177rg,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,4,5,cessna,private,2,0.0,0.0
Accident,2009-04-04,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,5,cessna,private,1,0.0,0.0
Accident,2009-04-04,Substantial,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,5,cessna,private,1,0.0,0.0
Accident,2009-04-04,Substantial,piper,pa-12,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,5,piper,private,1,0.0,0.0
Accident,2009-04-05,Substantial,beech,a36,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,6,beechcraft,private,2,0.0,0.0
Accident,2009-04-05,Substantial,piper,pa-22-160,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,6,piper,private,1,0.0,0.0
Accident,2009-04-05,Substantial,cessna,172rg,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,6,cessna,private,2,0.0,0.0
Accident,2009-04-06,Substantial,piper,pa-34,2,Reciprocating,1,0,2,0,unk,Unknown,2009,4,0,piper,private,3,33.33333333333333,66.66666666666666
Accident,2009-04-07,Substantial,cessna,172l,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,1,cessna,private,1,0.0,0.0
Accident,2009-04-08,Unknown,cessna,337,2,Reciprocating,1,0,0,0,vmc,Unknown,2009,4,2,cessna,private,1,100.0,0.0
Accident,2009-04-08,Substantial,beech,a36tc,2,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,2,beechcraft,private,1,0.0,0.0
Accident,2009-04-09,Destroyed,cessna,t210n,1,Reciprocating,1,0,0,0,vmc,Unknown,2009,4,3,cessna,private,1,100.0,0.0
Accident,2009-04-09,Substantial,cessna,195,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,3,cessna,private,2,0.0,0.0
Accident,2009-04-09,Substantial,cessna,182t,1,Reciprocating,0,2,1,0,vmc,Unknown,2009,4,3,cessna,private,3,0.0,33.33333333333333
Accident,2009-04-09,Substantial,piper,pa20,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,3,piper,private,1,0.0,0.0
Accident,2009-04-10,Substantial,piper,pa-32-300,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,4,piper,private,1,0.0,0.0
Accident,2009-04-10,Destroyed,piper,pa-28-181,1,Reciprocating,2,0,0,0,unk,Unknown,2009,4,4,piper,private,2,100.0,0.0
Accident,2009-04-11,Substantial,cessna,r182,1,Reciprocating,0,0,0,3,vmc,Unknown,2009,4,5,cessna,private,3,0.0,0.0
Accident,2009-04-11,Destroyed,piper,pa-24-250,1,Reciprocating,2,0,0,0,imc,Unknown,2009,4,5,piper,private,2,100.0,0.0
Accident,2009-04-11,Substantial,piper,pa-18-150,1,Reciprocating,0,1,0,0,vmc,Unknown,2009,4,5,piper,private,1,0.0,0.0
Accident,2009-04-11,Substantial,cessna,208,1,Turbo Prop,0,0,0,13,unk,Unknown,2009,4,5,cessna,private,13,0.0,0.0
Incident,2009-04-12,Unknown,beech,b200,2,Turbo Prop,1,0,0,4,vmc,Unknown,2009,4,6,beechcraft,private,5,20.0,0.0
Accident,2009-04-13,Substantial,piper,pa-28-140,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,4,0,piper,private,2,0.0,0.0
Accident,2009-04-13,Destroyed,cessna,210,1,Reciprocating,4,0,0,0,vmc,Unknown,2009,4,0,cessna,private,4,100.0,0.0
Accident,2009-04-13,Substantial,piper,j3c,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,0,piper,private,2,0.0,0.0
Accident,2009-04-13,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,0,cessna,private,1,0.0,0.0
Accident,2009-04-14,Substantial,cessna,182a,1,Reciprocating,0,1,0,0,vmc,Unknown,2009,4,1,cessna,private,1,0.0,0.0
Accident,2009-04-15,Substantial,cessna,150,1,Reciprocating,0,1,0,0,vmc,Unknown,2009,4,2,cessna,private,1,0.0,0.0
Accident,2009-04-15,Substantial,piper,pa-14,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,2,piper,private,1,0.0,0.0
Accident,2009-04-15,Substantial,cessna,152,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,4,2,cessna,private,2,0.0,0.0
Accident,2009-04-16,Substantial,cessna,a185f,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,3,cessna,private,2,0.0,0.0
Accident,2009-04-16,Substantial,cessna,152,1,Reciprocating,0,2,0,0,vmc,Unknown,2009,4,3,cessna,private,2,0.0,0.0
Accident,2009-04-17,Substantial,cessna,152,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,4,4,cessna,private,2,0.0,0.0
Accident,2009-04-17,Substantial,cessna,421b,2,Reciprocating,1,0,0,0,vmc,Unknown,2009,4,4,cessna,private,1,100.0,0.0
Accident,2009-04-17,Substantial,cessna,208,1,Turbo Prop,1,5,6,0,vmc,Unknown,2009,4,4,cessna,private,12,8.333333333333332,50.0
Accident,2009-04-18,Substantial,cessna/air repair inc,305f,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,5,cessna,private,1,0.0,0.0
Accident,2009-04-18,Unknown,boeing,737-724,2,Turbo Jet,0,3,1,105,vmc,Unknown,2009,4,5,boeing,commercial,109,0.0,0.9174311926605505
Accident,2009-04-20,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,0,cessna,private,1,0.0,0.0
Accident,2009-04-20,Substantial,cessna,t210l,1,Reciprocating,0,0,0,6,vmc,Unknown,2009,4,0,cessna,private,6,0.0,0.0
Accident,2009-04-20,Substantial,cessna,172p,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,4,0,cessna,private,1,0.0,0.0
Accident,2009-04-20,Substantial,boeing,767,2,Turbo Fan,0,0,0,220,vmc,Unknown,2009,4,0,boeing,commercial,220,0.0,0.0
